timestamp,event_type,mouse_x,mouse_y,mouse_dx,mouse_dy,mouse_speed,button,pressed,scroll_dx,scroll_dy,key,inter_key_interval,session_id,label
1778951001.134104,KEY_PRESS,,,,,,,,,,Key.enter,,S08,low
1778951001.221482,KEY_RELEASE,,,,,,,,,,Key.enter,0.0874,S08,low
1778951002.1807632,KEY_PRESS,,,,,,,,,,Key.shift,0.9593,S08,low
1778951002.3258471,KEY_PRESS,,,,,,,,,,T,0.1451,S08,low
1778951002.421738,KEY_RELEASE,,,,,,,,,,T,0.0959,S08,low
1778951002.4609308,KEY_RELEASE,,,,,,,,,,Key.shift,0.0392,S08,low
1778951002.6064565,KEY_PRESS,,,,,,,,,,h,0.1455,S08,low
1778951002.7204034,KEY_RELEASE,,,,,,,,,,h,0.1139,S08,low
1778951002.7816262,KEY_PRESS,,,,,,,,,,e,0.0612,S08,low
1778951002.922533,KEY_RELEASE,,,,,,,,,,e,0.1409,S08,low
1778951002.981164,KEY_PRESS,,,,,,,,,,Key.space,0.0586,S08,low
1778951003.0865595,KEY_RELEASE,,,,,,,,,,Key.space,0.1054,S08,low
1778951003.161023,KEY_PRESS,,,,,,,,,,q,0.0745,S08,low
1778951003.2927349,KEY_RELEASE,,,,,,,,,,q,0.1317,S08,low
1778951003.3241675,KEY_PRESS,,,,,,,,,,u,0.0314,S08,low
1778951003.3849604,KEY_RELEASE,,,,,,,,,,u,0.0608,S08,low
1778951003.5587554,KEY_PRESS,,,,,,,,,,i,0.1738,S08,low
1778951003.6553793,KEY_RELEASE,,,,,,,,,,i,0.0966,S08,low
1778951003.7750344,KEY_PRESS,,,,,,,,,,c,0.1197,S08,low
1778951003.9051285,KEY_PRESS,,,,,,,,,,k,0.1301,S08,low
1778951003.9056807,KEY_RELEASE,,,,,,,,,,c,0.0006,S08,low
1778951004.003134,KEY_RELEASE,,,,,,,,,,k,0.0975,S08,low
1778951004.1157165,KEY_PRESS,,,,,,,,,,Key.space,0.1126,S08,low
1778951004.230046,KEY_RELEASE,,,,,,,,,,Key.space,0.1143,S08,low
1778951004.3882706,KEY_PRESS,,,,,,,,,,b,0.1582,S08,low
1778951004.5025938,KEY_RELEASE,,,,,,,,,,b,0.1143,S08,low
1778951004.642881,KEY_PRESS,,,,,,,,,,r,0.1403,S08,low
1778951004.757476,KEY_RELEASE,,,,,,,,,,r,0.1146,S08,low
1778951004.7758596,KEY_PRESS,,,,,,,,,,o,0.0184,S08,low
1778951004.8633883,KEY_RELEASE,,,,,,,,,,o,0.0875,S08,low
1778951004.940775,KEY_PRESS,,,,,,,,,,w,0.0774,S08,low
1778951005.0461638,KEY_RELEASE,,,,,,,,,,w,0.1054,S08,low
1778951005.0691562,KEY_PRESS,,,,,,,,,,n,0.023,S08,low
1778951005.1837282,KEY_RELEASE,,,,,,,,,,n,0.1146,S08,low
1778951005.297106,KEY_PRESS,,,,,,,,,,Key.space,0.1134,S08,low
1778951005.3937054,KEY_RELEASE,,,,,,,,,,Key.space,0.0966,S08,low
1778951005.5521665,KEY_PRESS,,,,,,,,,,f,0.1585,S08,low
1778951005.6215715,KEY_PRESS,,,,,,,,,,o,0.0694,S08,low
1778951005.6220932,KEY_RELEASE,,,,,,,,,,f,0.0005,S08,low
1778951005.6997473,KEY_RELEASE,,,,,,,,,,o,0.0777,S08,low
1778951006.2081966,KEY_PRESS,,,,,,,,,,x,0.5084,S08,low
1778951006.3135664,KEY_RELEASE,,,,,,,,,,x,0.1054,S08,low
1778951006.3489037,KEY_PRESS,,,,,,,,,,Key.space,0.0353,S08,low
1778951006.445614,KEY_RELEASE,,,,,,,,,,Key.space,0.0967,S08,low
1778951006.5269651,KEY_PRESS,,,,,,,,,,j,0.0814,S08,low
1778951006.623346,KEY_RELEASE,,,,,,,,,,j,0.0964,S08,low
1778951006.7100794,KEY_PRESS,,,,,,,,,,u,0.0867,S08,low
1778951006.7800753,KEY_RELEASE,,,,,,,,,,u,0.07,S08,low
1778951006.933259,KEY_PRESS,,,,,,,,,,m,0.1532,S08,low
1778951007.0386186,KEY_RELEASE,,,,,,,,,,m,0.1054,S08,low
1778951007.0735116,KEY_PRESS,,,,,,,,,,p,0.0349,S08,low
1778951007.17033,KEY_RELEASE,,,,,,,,,,p,0.0968,S08,low
1778951007.24334,KEY_PRESS,,,,,,,,,,s,0.073,S08,low
1778951007.3844752,KEY_RELEASE,,,,,,,,,,s,0.1411,S08,low
1778951007.452112,KEY_PRESS,,,,,,,,,,Key.space,0.0676,S08,low
1778951007.5395193,KEY_RELEASE,,,,,,,,,,Key.space,0.0874,S08,low
1778951007.612097,KEY_PRESS,,,,,,,,,,o,0.0726,S08,low
1778951007.699669,KEY_RELEASE,,,,,,,,,,o,0.0876,S08,low
1778951007.7532578,KEY_PRESS,,,,,,,,,,f,0.0536,S08,low
1778951007.840844,KEY_RELEASE,,,,,,,,,,f,0.0876,S08,low
1778951007.866363,KEY_PRESS,,,,,,,,,,Key.space,0.0255,S08,low
1778951007.9449954,KEY_RELEASE,,,,,,,,,,Key.space,0.0786,S08,low
1778951008.2478507,KEY_PRESS,,,,,,,,,,Key.backspace,0.3029,S08,low
1778951008.35775,KEY_RELEASE,,,,,,,,,,Key.backspace,0.1099,S08,low
1778951008.358368,KEY_PRESS,,,,,,,,,,v,0.0006,S08,low
1778951008.4899123,KEY_RELEASE,,,,,,,,,,v,0.1315,S08,low
1778951008.5672162,KEY_PRESS,,,,,,,,,,Key.backspace,0.0773,S08,low
1778951008.6367176,KEY_RELEASE,,,,,,,,,,Key.backspace,0.0695,S08,low
1778951008.705325,KEY_PRESS,,,,,,,,,,Key.backspace,0.0686,S08,low
1778951008.801648,KEY_RELEASE,,,,,,,,,,Key.backspace,0.0963,S08,low
1778951008.8751044,KEY_PRESS,,,,,,,,,,v,0.0735,S08,low
1778951008.9802063,KEY_RELEASE,,,,,,,,,,v,0.1051,S08,low
1778951009.1772695,KEY_PRESS,,,,,,,,,,e,0.1971,S08,low
1778951009.318255,KEY_RELEASE,,,,,,,,,,e,0.141,S08,low
1778951009.3350294,KEY_PRESS,,,,,,,,,,r,0.0168,S08,low
1778951009.4399364,KEY_RELEASE,,,,,,,,,,r,0.1049,S08,low
1778951009.474022,KEY_PRESS,,,,,,,,,,Key.space,0.0341,S08,low
1778951009.5839515,KEY_RELEASE,,,,,,,,,,Key.space,0.1099,S08,low
1778951009.584799,KEY_PRESS,,,,,,,,,,t,0.0008,S08,low
1778951009.6713028,KEY_RELEASE,,,,,,,,,,t,0.0865,S08,low
1778951009.6876056,KEY_PRESS,,,,,,,,,,h,0.0163,S08,low
1778951009.7840478,KEY_RELEASE,,,,,,,,,,h,0.0964,S08,low
1778951009.8134096,KEY_PRESS,,,,,,,,,,e,0.0294,S08,low
1778951009.9167087,KEY_PRESS,,,,,,,,,,Key.space,0.1033,S08,low
1778951009.917659,KEY_RELEASE,,,,,,,,,,e,0.001,S08,low
1778951009.9802883,KEY_RELEASE,,,,,,,,,,Key.space,0.0626,S08,low
1778951010.0948136,KEY_PRESS,,,,,,,,,,l,0.1145,S08,low
1778951010.2127383,KEY_RELEASE,,,,,,,,,,l,0.1179,S08,low
1778951010.2136462,KEY_PRESS,,,,,,,,,,a,0.0009,S08,low
1778951010.317954,KEY_RELEASE,,,,,,,,,,a,0.1043,S08,low
1778951010.5554137,KEY_PRESS,,,,,,,,,,z,0.2375,S08,low
1778951010.6968231,KEY_PRESS,,,,,,,,,,y,0.1414,S08,low
1778951010.6972675,KEY_RELEASE,,,,,,,,,,z,0.0004,S08,low
1778951010.8019583,KEY_RELEASE,,,,,,,,,,y,0.1047,S08,low
1778951010.8949275,KEY_PRESS,,,,,,,,,,Key.space,0.093,S08,low
1778951010.9645169,KEY_RELEASE,,,,,,,,,,Key.space,0.0696,S08,low
1778951011.2899919,KEY_PRESS,,,,,,,,,,d,0.3255,S08,low
1778951011.4377627,KEY_PRESS,,,,,,,,,,o,0.1478,S08,low
1778951011.438702,KEY_RELEASE,,,,,,,,,,d,0.0009,S08,low
1778951011.5095725,KEY_RELEASE,,,,,,,,,,o,0.0709,S08,low
1778951011.811714,KEY_PRESS,,,,,,,,,,g,0.3021,S08,low
1778951011.9256837,KEY_RELEASE,,,,,,,,,,g,0.114,S08,low
1778951012.9724257,KEY_PRESS,,,,,,,,,,Key.space,1.0467,S08,low
1778951013.1050262,KEY_RELEASE,,,,,,,,,,Key.space,0.1326,S08,low
1778951013.3623722,KEY_PRESS,,,,,,,,,,t,0.2573,S08,low
1778951013.458779,KEY_RELEASE,,,,,,,,,,t,0.0964,S08,low
1778951013.4750564,KEY_PRESS,,,,,,,,,,h,0.0163,S08,low
1778951013.5804682,KEY_RELEASE,,,,,,,,,,h,0.1054,S08,low
1778951013.6090515,KEY_PRESS,,,,,,,,,,e,0.0286,S08,low
1778951013.7147264,KEY_RELEASE,,,,,,,,,,e,0.1057,S08,low
1778951013.7791424,KEY_PRESS,,,,,,,,,,Key.space,0.0644,S08,low
