timestamp,event_type,mouse_x,mouse_y,mouse_dx,mouse_dy,mouse_speed,button,pressed,scroll_dx,scroll_dy,key,inter_key_interval,session_id,label
1778351016.3390915,KEY_PRESS,,,,,,,,,,Key.enter,,S01,medium
1778351016.399986,KEY_RELEASE,,,,,,,,,,Key.enter,0.0609,S01,medium
1778351016.4727988,KEY_PRESS,,,,,,,,,,Key.enter,0.0728,S01,medium
1778351016.542115,KEY_RELEASE,,,,,,,,,,Key.enter,0.0693,S01,medium
1778351030.5259888,KEY_PRESS,,,,,,,,,,1,13.9839,S01,medium
1778351030.6224213,KEY_RELEASE,,,,,,,,,,1,0.0964,S01,medium
1778351030.862544,KEY_PRESS,,,,,,,,,,3,0.2401,S01,medium
1778351030.9769962,KEY_RELEASE,,,,,,,,,,3,0.1145,S01,medium
1778351031.304322,KEY_PRESS,,,,,,,,,,6,0.3273,S01,medium
1778351031.4097517,KEY_RELEASE,,,,,,,,,,6,0.1054,S01,medium
1778351031.6313407,KEY_PRESS,,,,,,,,,,Key.enter,0.2216,S01,medium
1778351031.7186527,KEY_RELEASE,,,,,,,,,,Key.enter,0.0873,S01,medium
1778351038.1518989,KEY_PRESS,,,,,,,,,,1,6.4332,S01,medium
1778351038.212607,KEY_RELEASE,,,,,,,,,,1,0.0607,S01,medium
1778351038.3266845,KEY_PRESS,,,,,,,,,,1,0.1141,S01,medium
1778351038.4146285,KEY_RELEASE,,,,,,,,,,1,0.0879,S01,medium
1778351039.076549,KEY_PRESS,,,,,,,,,,8,0.6619,S01,medium
1778351039.1730886,KEY_RELEASE,,,,,,,,,,8,0.0965,S01,medium
1778351041.0212736,KEY_PRESS,,,,,,,,,,Key.enter,1.8482,S01,medium
1778351041.1174881,KEY_RELEASE,,,,,,,,,,Key.enter,0.0962,S01,medium
1778351043.2632577,MOUSE_MOVE,1468,502,,,,,,,,,,S01,medium
1778351043.2705076,MOUSE_MOVE,1459,503,-9,1,1249.05,,,,,,,S01,medium
1778351043.2780313,MOUSE_MOVE,1454,506,-5,3,775.0,,,,,,,S01,medium
1778351043.285386,MOUSE_MOVE,1443,507,-11,1,1501.8,,,,,,,S01,medium
1778351043.2927768,MOUSE_MOVE,1436,509,-7,2,985.03,,,,,,,S01,medium
1778351043.3002012,MOUSE_MOVE,1427,512,-9,3,1277.8,,,,,,,S01,medium
1778351043.3077593,MOUSE_MOVE,1415,516,-12,4,1673.58,,,,,,,S01,medium
1778351043.3148541,MOUSE_MOVE,1402,520,-13,4,1917.09,,,,,,,S01,medium
1778351043.3224006,MOUSE_MOVE,1388,524,-14,4,1929.42,,,,,,,S01,medium
1778351043.3300693,MOUSE_MOVE,1374,527,-14,3,1867.04,,,,,,,S01,medium
1778351043.3371606,MOUSE_MOVE,1364,531,-10,4,1518.81,,,,,,,S01,medium
1778351043.3447056,MOUSE_MOVE,1350,535,-14,4,1929.79,,,,,,,S01,medium
1778351043.3521357,MOUSE_MOVE,1338,537,-12,2,1637.34,,,,,,,S01,medium
1778351043.3595717,MOUSE_MOVE,1323,540,-15,3,2057.15,,,,,,,S01,medium
1778351043.367658,MOUSE_MOVE,1310,543,-13,3,1649.93,,,,,,,S01,medium
1778351043.374218,MOUSE_MOVE,1296,546,-14,3,2182.57,,,,,,,S01,medium
1778351043.3816369,MOUSE_MOVE,1284,548,-12,2,1639.81,,,,,,,S01,medium
1778351043.3890991,MOUSE_MOVE,1274,550,-10,2,1366.61,,,,,,,S01,medium
1778351043.3964927,MOUSE_MOVE,1262,552,-12,2,1645.41,,,,,,,S01,medium
1778351043.4039512,MOUSE_MOVE,1247,554,-15,2,2028.94,,,,,,,S01,medium
1778351043.4112988,MOUSE_MOVE,1235,556,-12,2,1655.72,,,,,,,S01,medium
1778351043.4198346,MOUSE_MOVE,1220,558,-15,2,1772.84,,,,,,,S01,medium
1778351043.4260929,MOUSE_MOVE,1208,562,-12,4,2021.19,,,,,,,S01,medium
1778351043.434054,MOUSE_MOVE,1198,563,-10,1,1262.38,,,,,,,S01,medium
1778351043.4410245,MOUSE_MOVE,1189,565,-9,2,1322.62,,,,,,,S01,medium
1778351043.4485056,MOUSE_MOVE,1179,567,-10,2,1363.17,,,,,,,S01,medium
1778351043.455832,MOUSE_MOVE,1170,568,-9,1,1236.0,,,,,,,S01,medium
1778351043.4633956,MOUSE_MOVE,1163,569,-7,1,934.88,,,,,,,S01,medium
1778351043.470655,MOUSE_MOVE,1158,570,-5,1,702.41,,,,,,,S01,medium
1778351043.478005,MOUSE_MOVE,1155,570,-3,0,408.17,,,,,,,S01,medium
1778351043.4858744,MOUSE_MOVE,1152,570,-3,0,381.22,,,,,,,S01,medium
1778351043.492938,MOUSE_MOVE,1152,570,0,0,0.0,,,,,,,S01,medium
1778351043.5003257,MOUSE_MOVE,1151,570,-1,0,135.36,,,,,,,S01,medium
1778351043.5151753,MOUSE_MOVE,1150,570,-1,0,67.34,,,,,,,S01,medium
1778351043.5379136,MOUSE_MOVE,1149,570,-1,0,43.98,,,,,,,S01,medium
1778351046.8662245,MOUSE_MOVE,1156,564,7,-6,2.77,,,,,,,S01,medium
1778351046.8735306,MOUSE_MOVE,1167,556,11,-8,1861.66,,,,,,,S01,medium
1778351046.8808167,MOUSE_MOVE,1176,548,9,-8,1652.69,,,,,,,S01,medium
1778351046.888191,MOUSE_MOVE,1187,539,11,-9,1927.33,,,,,,,S01,medium
1778351046.8957622,MOUSE_MOVE,1196,529,9,-10,1776.94,,,,,,,S01,medium
