timestamp,event_type,mouse_x,mouse_y,mouse_dx,mouse_dy,mouse_speed,button,pressed,scroll_dx,scroll_dy,key,inter_key_interval,session_id,label
1778354884.46566,MOUSE_CLICK,1350,1057,,,,Button.left,False,,,,,S99,high
1778354884.740228,MOUSE_MOVE,1346,1040,,,,,,,,,,S99,high
1778354884.7478275,MOUSE_MOVE,1339,1016,-7,-24,3289.65,,,,,,,S99,high
1778354884.7555091,MOUSE_MOVE,1330,989,-9,-27,3705.02,,,,,,,S99,high
1778354884.7622628,MOUSE_MOVE,1320,954,-10,-35,5389.73,,,,,,,S99,high
1778354884.7705007,MOUSE_MOVE,1311,924,-9,-30,3802.08,,,,,,,S99,high
1778354884.7777674,MOUSE_MOVE,1304,900,-7,-24,3440.32,,,,,,,S99,high
1778354884.7855465,MOUSE_MOVE,1291,865,-13,-35,4799.55,,,,,,,S99,high
1778354884.7919724,MOUSE_MOVE,1282,837,-9,-28,4576.96,,,,,,,S99,high
1778354884.799669,MOUSE_MOVE,1277,814,-5,-23,3058.12,,,,,,,S99,high
1778354884.8079793,MOUSE_MOVE,1270,796,-7,-18,2324.0,,,,,,,S99,high
1778354884.8144648,MOUSE_MOVE,1266,773,-4,-23,3599.63,,,,,,,S99,high
1778354884.8223047,MOUSE_MOVE,1260,749,-6,-24,3155.47,,,,,,,S99,high
1778354884.8297718,MOUSE_MOVE,1255,732,-5,-17,2373.1,,,,,,,S99,high
1778354884.8366911,MOUSE_MOVE,1253,717,-2,-15,2187.01,,,,,,,S99,high
1778354884.8446658,MOUSE_MOVE,1250,702,-3,-15,1918.22,,,,,,,S99,high
1778354884.8517096,MOUSE_MOVE,1247,689,-3,-13,1894.09,,,,,,,S99,high
1778354884.8590367,MOUSE_MOVE,1244,673,-3,-16,2221.73,,,,,,,S99,high
1778354884.8679786,MOUSE_MOVE,1240,660,-4,-13,1521.1,,,,,,,S99,high
1778354884.8796844,MOUSE_MOVE,1238,649,-2,-11,955.1,,,,,,,S99,high
1778354884.8855202,MOUSE_MOVE,1235,637,-3,-12,2119.57,,,,,,,S99,high
1778354884.8893952,MOUSE_MOVE,1232,627,-3,-10,2694.26,,,,,,,S99,high
1778354884.896718,MOUSE_MOVE,1230,618,-2,-9,1259.02,,,,,,,S99,high
1778354884.9032679,MOUSE_MOVE,1226,609,-4,-9,1503.68,,,,,,,S99,high
1778354884.9106565,MOUSE_MOVE,1224,602,-2,-7,985.32,,,,,,,S99,high
1778354884.9189045,MOUSE_MOVE,1223,597,-1,-5,618.21,,,,,,,S99,high
1778354884.925291,MOUSE_MOVE,1221,593,-2,-4,700.25,,,,,,,S99,high
1778354884.9324987,MOUSE_MOVE,1219,586,-2,-7,1010.06,,,,,,,S99,high
1778354884.939381,MOUSE_MOVE,1218,583,-1,-3,459.49,,,,,,,S99,high
1778354884.9468644,MOUSE_MOVE,1217,581,-1,-2,298.8,,,,,,,S99,high
1778354884.9544017,MOUSE_MOVE,1217,579,0,-2,265.34,,,,,,,S99,high
