timestamp,event_type,mouse_x,mouse_y,mouse_dx,mouse_dy,mouse_speed,button,pressed,scroll_dx,scroll_dy,key,inter_key_interval,session_id,label
1778354813.6792955,MOUSE_SCROLL,1273,481,,,,,,0,1,,,S99,medium
1778354813.6863472,MOUSE_SCROLL,1273,481,,,,,,0,0,,,S99,medium
1778354813.6937957,MOUSE_SCROLL,1273,481,,,,,,0,0,,,S99,medium
1778354813.700896,MOUSE_SCROLL,1273,481,,,,,,0,0,,,S99,medium
1778354813.7084897,MOUSE_SCROLL,1273,481,,,,,,0,0,,,S99,medium
1778354813.7305462,MOUSE_SCROLL,1273,481,,,,,,0,0,,,S99,medium
1778354813.732097,MOUSE_SCROLL,1273,481,,,,,,0,0,,,S99,medium
1778354813.768238,MOUSE_SCROLL,1273,481,,,,,,0,0,,,S99,medium
1778354813.7946916,MOUSE_SCROLL,1273,481,,,,,,0,1,,,S99,medium
1778354813.8313744,MOUSE_SCROLL,1273,481,,,,,,0,2,,,S99,medium
1778354813.8651154,MOUSE_SCROLL,1273,481,,,,,,0,1,,,S99,medium
1778354813.89565,MOUSE_SCROLL,1273,481,,,,,,0,1,,,S99,medium
1778354813.9263482,MOUSE_SCROLL,1273,481,,,,,,0,1,,,S99,medium
1778354813.9456081,MOUSE_SCROLL,1273,481,,,,,,0,0,,,S99,medium
1778354813.9799628,MOUSE_SCROLL,1273,481,,,,,,0,0,,,S99,medium
1778354814.0093336,MOUSE_SCROLL,1273,481,,,,,,0,0,,,S99,medium
1778354814.0381942,MOUSE_SCROLL,1273,481,,,,,,0,0,,,S99,medium
1778354814.0663946,MOUSE_SCROLL,1273,481,,,,,,0,0,,,S99,medium
1778354814.1009836,MOUSE_SCROLL,1273,481,,,,,,0,0,,,S99,medium
1778354814.113219,MOUSE_SCROLL,1273,481,,,,,,0,0,,,S99,medium
1778354814.7666051,MOUSE_MOVE,1271,478,,,,,,,,,,S99,medium
1778354814.7738519,MOUSE_MOVE,1268,477,-3,-1,436.37,,,,,,,S99,medium
1778354814.7811663,MOUSE_MOVE,1264,472,-4,-5,875.41,,,,,,,S99,medium
1778354814.7885363,MOUSE_MOVE,1257,467,-7,-5,1167.21,,,,,,,S99,medium
1778354814.7958674,MOUSE_MOVE,1254,464,-3,-3,578.72,,,,,,,S99,medium
1778354814.8033183,MOUSE_MOVE,1246,462,-8,-2,1106.75,,,,,,,S99,medium
1778354814.8108356,MOUSE_MOVE,1240,457,-6,-5,1038.96,,,,,,,S99,medium
1778354814.818091,MOUSE_MOVE,1235,455,-5,-2,742.24,,,,,,,S99,medium
1778354814.8255086,MOUSE_MOVE,1232,453,-3,-2,486.08,,,,,,,S99,medium
1778354814.8328037,MOUSE_MOVE,1228,451,-4,-2,613.03,,,,,,,S99,medium
1778354814.8402858,MOUSE_MOVE,1224,449,-4,-2,597.72,,,,,,,S99,medium
1778354814.8479133,MOUSE_MOVE,1221,447,-3,-2,472.7,,,,,,,S99,medium
1778354814.855198,MOUSE_MOVE,1219,445,-2,-2,388.27,,,,,,,S99,medium
1778354814.8625774,MOUSE_MOVE,1216,444,-3,-1,428.52,,,,,,,S99,medium
1778354814.870216,MOUSE_MOVE,1215,443,-1,-1,185.14,,,,,,,S99,medium
1778354814.877468,MOUSE_MOVE,1213,441,-2,-2,390.01,,,,,,,S99,medium
1778354814.8922842,MOUSE_MOVE,1207,435,-6,-6,572.71,,,,,,,S99,medium
1778354814.8998268,MOUSE_MOVE,1204,431,-3,-4,662.9,,,,,,,S99,medium
1778354814.9071896,MOUSE_MOVE,1202,429,-2,-2,384.15,,,,,,,S99,medium
1778354814.9145565,MOUSE_MOVE,1201,426,-1,-3,429.26,,,,,,,S99,medium
